,Location,onset_figs,heading,flower_beg,flower_end,grain_fill_beg,grain_fill_end,Longitude,Latitude,Country
2803,TUR28/30::30,265,63,73,82,96,122,29.5333,40.2833,TUR
2804,TUR28/30::4,290,100,105,110,119,136,41.3,37.9167,TUR
2805,TUR28/30::57,259,38,52,63,81,112,32.3667,41.5833,TUR
2806,TUR28/30::69,262,147,152,156,165,184,31.45,40.65,TUR
2807,TUR28/30::7,279,174,178,182,189,205,36.6167,39.2,TUR
2808,TUR28/30::75,275,155,159,163,170,187,31.7667,38.5333,TUR
2809,TUR28/30::77,291,151,155,159,166,182,32.7,40,TUR
2810,TUR28/30::79,282,94,99,105,115,135,35.35,37.5667,TUR
2811,TUR28/30::8,250,343,351,360,17,66,36.3333,41.2833,TUR
2812,TUR28/30::80,279,364,6,13,27,58,35.5833,36.95,TUR
2813,TUR28/30::81,278,133,138,142,151,168,30.75,38.7667,TUR
2814,TUR28/30::82,279,106,111,117,126,146,31.2333,39.1333,TUR
2815,TUR28/30::83,287,115,120,125,134,153,30.1667,38.0667,TUR
2816,TUR28/30::84,280,145,149,154,161,178,30.1667,38.1,TUR
2817,TUR28/30::87,248,127,132,137,147,167,29.1667,41.05,TUR
2818,TUR28/30::89,290,171,175,179,186,202,34.4833,38.1667,TUR
2819,TUR28/30::9,272,359,1,9,26,61,36,37,TUR
2820,TUR28/30::91,289,159,163,166,174,190,33.6667,39.6667,TUR
2821,TUR28/30::92,276,148,152,156,164,181,32.2667,37.4667,TUR
2822,TUR28/30::96,290,146,151,155,162,178,32.15,39.6,TUR
2823,TUR28/30::97,292,152,155,159,166,182,33.1,39.2833,TUR
2824,TUR28/30::99,265,174,178,182,190,208,35.4667,41.2333,TUR
2825,TUR36::28,269,182,186,190,197,214,38.5667,39.9333,TUR
2826,TUR36::3,277,132,137,141,150,168,30.5333,38.75,TUR
2827,TUR36::30,287,109,114,118,127,145,37.35,37.1333,TUR
2828,TUR36::32,288,100,105,110,119,138,37.3833,37.0667,TUR
2829,TUR36::34,281,124,129,133,142,160,30.5333,37.7667,TUR
2830,TUR36::37,281,24,32,40,55,84,27.3167,37.9167,TUR
2831,TUR36::39,287,147,151,155,163,179,35.4833,38.7333,TUR
2832,TUR36::4,281,110,115,120,129,148,35.8333,40.65,TUR
2833,TUR36::41,283,135,139,143,152,168,32.4833,37.8667,TUR
2834,TUR36::55,296,84,89,94,104,123,38.0333,37.0333,TUR
2835,TUR36::57,297,86,92,97,106,124,38.7833,37.15,TUR
2836,TUR48::10,284,10,17,24,39,67,35.3333,37,TUR
2837,TUR48::109,288,47,55,62,76,101,26.7,39.3167,TUR
2838,TUR48::112,270,38,49,59,76,105,27.9667,40.05,TUR
2839,TUR48::113,271,41,52,62,78,106,28.15,39.9167,TUR
2840,TUR48::129,270,115,120,125,135,155,30.0167,39.9833,TUR
2841,TUR48::130,296,131,135,140,148,166,37.9667,37.0333,TUR
2842,TUR48::136,281,93,99,105,116,136,30.7,37.4,TUR
2843,TUR48::139,285,112,117,122,132,151,30.2833,37.7333,TUR
2844,TUR48::14,273,354,360,2,17,50,35.95,37.1,TUR
2845,TUR48::150,266,45,56,66,83,111,29.0667,40.1833,TUR
2846,TUR48::152,268,32,43,54,71,102,28.4,40.0333,TUR
2847,TUR48::163,280,68,77,84,97,122,26.3833,39.5833,TUR
2848,TUR48::166,277,49,58,67,81,108,26.6167,39.8,TUR
2849,TUR48::171,272,60,69,77,92,118,27.05,40.0333,TUR
2850,TUR48::179,281,53,61,69,84,110,26.3333,39.8,TUR
2851,TUR48::189,274,44,54,63,79,107,26.3333,40.1833,TUR
2852,TUR48::192,270,81,89,97,109,133,27.1667,39.9667,TUR
2853,TUR48::193,265,153,157,161,170,188,32.9,40.8167,TUR
2854,TUR48::206,274,151,155,159,167,184,31.6167,37.95,TUR
2855,TUR48::21,278,134,139,143,152,169,31.05,38.7167,TUR
2856,TUR48::210,289,138,142,147,154,171,34.3833,40.1667,TUR
2857,TUR48::215,279,67,74,81,94,117,28.5833,37.5333,TUR
2858,TUR48::217,294,95,100,104,113,131,40.6667,37.8333,TUR
2859,TUR48::22,278,133,137,142,150,168,31.0333,38.5833,TUR
2860,TUR48::222,292,103,108,113,121,138,40.2333,37.9,TUR
2861,TUR48::23,287,123,128,132,141,159,29.8167,37.9,TUR
2862,TUR48::250,268,65,74,82,96,120,28.3167,40.1333,TUR
2863,TUR48::252,266,53,64,73,88,114,26.6167,40.8667,TUR
2864,TUR48::253,265,70,79,87,99,123,26.4167,41.2,TUR
2865,TUR48::255,274,76,84,91,103,125,26.45,40.1167,TUR
2866,TUR48::261,278,131,135,139,147,162,39.1333,38.6667,TUR
2867,TUR48::265,265,84,91,97,108,129,27.3,41.7,TUR
2868,TUR48::269,277,132,136,140,148,163,39.5,38.5,TUR
2869,TUR48::273,278,129,134,138,146,161,40.0333,38.95,TUR
2870,TUR48::28,280,133,137,142,150,168,30.2667,38.4667,TUR
2871,TUR48::280,273,163,167,171,178,193,40.3833,39.7833,TUR
2872,TUR48::289,279,139,143,147,156,173,30.9833,39.5,TUR
2877,TUR48::298,282,75,83,89,101,124,33.65,36.35,TUR
2878,TUR48::299,277,122,127,132,141,160,33.4333,36.3833,TUR
2879,TUR48::301,288,13,20,27,40,68,33.95,36.3667,TUR
2880,TUR48::302,284,9,16,23,37,66,34.9,36.9167,TUR
2881,TUR48::304,274,133,138,142,151,168,31.3667,38.0833,TUR
2882,TUR48::31,276,162,166,170,177,192,44.0333,39.5667,TUR
2883,TUR48::318,283,44,53,61,74,100,27.2167,38.4667,TUR
2884,TUR48::32,294,141,145,149,157,173,34.0333,38.3667,TUR
2885,TUR48::320,283,23,30,38,52,80,27.3667,37.95,TUR
2886,TUR48::322,279,85,92,98,110,132,27.55,39.0833,TUR
2887,TUR48::33,294,146,150,154,161,177,34.0333,38.3833,TUR
2888,TUR48::335,270,123,127,131,139,155,27.9833,40.05,TUR
2889,TUR48::34,287,165,169,173,180,196,34.4833,37.55,TUR
2890,TUR48::350,262,123,129,134,143,163,33.7833,41.3667,TUR
2891,TUR48::351,285,149,154,157,165,181,35.4667,38.3667,TUR
2892,TUR48::352,289,160,164,168,175,191,35.1333,38.9333,TUR
2893,TUR48::353,288,154,158,161,169,185,35.2,38.65,TUR
2894,TUR48::354,288,150,154,158,165,181,35.3,38.75,TUR
2895,TUR48::356,282,173,177,181,188,204,36.3833,38.7,TUR
2896,TUR48::357,294,145,149,153,161,177,34.4833,39.6333,TUR
2897,TUR48::358,288,142,147,151,158,175,35.15,38.3167,TUR
2898,TUR48::369,266,69,78,86,99,124,27.35,41.4,TUR
2899,TUR48::37,281,103,109,114,123,143,35.85,40.65,TUR
2900,TUR48::373,265,68,77,85,98,122,27.0833,41.4333,TUR
2901,TUR48::374,264,96,103,109,120,142,27.1,41.7833,TUR
2902,TUR48::375,265,90,97,104,116,138,27.2333,41.7333,TUR
2903,TUR48::378,265,86,94,100,112,134,27,41.7167,TUR
2904,TUR48::380,289,157,160,164,171,187,33.75,39.1833,TUR
2905,TUR48::381,290,154,158,162,169,185,33.7167,39.3667,TUR
2906,TUR48::382,290,146,150,154,161,177,34.1667,39.15,TUR
2907,TUR48::386,248,338,346,355,10,63,30.0167,40.7833,TUR
2908,TUR48::397,274,124,129,134,143,161,31.4167,38.35,TUR
2909,TUR48::398,275,134,138,143,151,169,31.7167,38.2833,TUR
2910,TUR48::400,288,140,144,149,156,172,33.6833,37.3667,TUR
2911,TUR48::401,276,134,138,143,151,169,31.6667,38.35,TUR
2912,TUR48::402,287,143,147,151,159,175,32.9333,38.65,TUR
2913,TUR48::406,283,131,135,140,148,165,32.7833,37.5833,TUR
2914,TUR48::407,290,137,141,145,153,169,34.05,37.5,TUR
2915,TUR48::409,279,134,138,143,151,168,31.9167,38.2667,TUR
2916,TUR48::411,281,144,149,153,160,177,32.2167,38.2333,TUR
2917,TUR48::414,291,140,144,148,156,172,33.55,37.7167,TUR
2918,TUR48::418,284,148,152,156,163,179,32.5167,38.1833,TUR
2919,TUR48::420,273,118,123,127,136,155,36.25,37.0667,TUR
2920,TUR48::422,285,144,148,152,160,176,32.4167,38.2667,TUR
2921,TUR48::424,286,136,141,145,153,169,32.8833,37.8167,TUR
2922,TUR48::425,281,122,127,132,140,158,30.5333,36.9667,TUR
2923,TUR48::426,274,143,148,152,160,178,30.2,39.2667,TUR
2924,TUR48::427,272,130,134,139,148,167,29.9833,39.4167,TUR
2925,TUR48::432,281,118,123,127,135,152,38.3167,38.35,TUR
2926,TUR48::436,285,61,68,74,87,110,28.3,38.5667,TUR
2927,TUR48::437,280,55,63,70,83,108,36.35,36.25,TUR
2928,TUR48::440,279,31,40,48,63,91,29.42,38.68,TUR
2929,TUR48::442,284,60,68,74,87,110,27.85,38.9167,TUR
2930,TUR48::445,282,38,47,55,69,95,27.4333,38.6167,TUR
2931,TUR48::449,283,60,67,74,87,111,27.6333,38.9333,TUR
2932,TUR48::451,282,59,67,74,87,111,27.6,39.1833,TUR
2933,TUR48::452,298,86,91,96,106,124,40.65,37.1,TUR
2934,TUR48::461,275,358,364,6,19,49,29.1333,36.6167,TUR
2935,TUR48::463,272,356,363,5,18,51,28.6667,36.9667,TUR
2936,TUR48::467,272,146,150,154,161,176,41.45,38.8,TUR
2937,TUR48::469,292,157,161,165,172,188,34.6833,37.9833,TUR
2938,TUR48::470,259,1,12,24,46,88,37.1833,41.1,TUR
2939,TUR48::471,275,36,46,56,73,105,37.25,41.1378,TUR
2940,TUR48::474,248,340,349,358,16,68,30.4167,40.7833,TUR
2941,TUR48::48,288,156,160,164,172,188,32.3333,40.0167,TUR
2942,TUR48::480,251,341,349,357,11,60,36.3333,41.25,TUR
2943,TUR48::494,280,95,101,106,116,135,41.95,37.9333,TUR
2944,TUR48::5,276,359,365,7,22,54,35.7833,37.0667,TUR
2945,TUR48::50,290,137,142,146,154,170,33.4167,40.1,TUR
2946,TUR48::506,299,181,184,188,194,210,38.85,36.7667,TUR
2947,TUR48::507,250,130,136,141,150,169,36.3,41.2667,TUR
2948,TUR48::508,252,147,152,156,165,183,29.4167,40.8,TUR
2949,TUR48::51,279,125,130,135,143,162,31.6833,40.1,TUR
2950,TUR48::510,277,162,166,170,178,194,36.6,39.8667,TUR
2951,TUR48::516,265,63,74,83,98,123,27.8,41.1667,TUR
2952,TUR48::52,290,162,165,169,176,192,33.5333,39.4667,TUR
2953,TUR48::534,266,60,71,80,95,121,27.55,41,TUR
2954,TUR48::539,278,155,160,164,171,188,36.3,40.1167,TUR
2955,TUR48::54,288,159,162,166,174,190,32.5,39.4333,TUR
2956,TUR48::540,269,153,157,162,170,187,41.5,40,TUR
2957,TUR48::542,265,87,94,101,113,136,36.9833,40.5833,TUR
2958,TUR48::543,276,116,121,126,135,154,36.5667,40.3,TUR
2959,TUR48::547,286,133,137,141,150,167,35.8833,40.3,TUR
2960,TUR48::549,259,2,12,24,48,89,39.5667,41.0167,TUR
2961,TUR48::568,297,85,90,95,104,123,38.4167,36.9833,TUR
2962,TUR48::57,290,161,164,168,175,191,33.6167,39.6833,TUR
2963,TUR48::577,290,100,105,110,118,136,39.3167,37.7667,TUR
2964,TUR48::59,291,137,141,146,154,170,32.3833,39.7833,TUR
2965,TUR48::593,272,164,168,172,179,194,43.4167,38.3333,TUR
2966,TUR48::600,290,154,158,162,169,185,34.75,39.5333,TUR
2967,TUR48::601,293,132,136,141,149,165,34.25,39.75,TUR
2968,TUR48::604,278,155,159,163,171,187,29.2333,36.7333,TUR
2969,TUR48::623,270,176,180,183,191,206,41.2833,39.95,TUR
2970,TUR48::63,291,149,153,156,164,179,33.55,38.9333,TUR
2971,TUR48::64,291,143,147,151,159,175,32.5667,39.9667,TUR
2972,TUR48::65,292,159,163,167,174,190,34.0333,39.9,TUR
2973,TUR48::67,272,24,35,46,63,92,36.2,36.95,TUR
2974,TUR48::69,272,357,364,7,23,58,36.1667,37,TUR
2975,TUR48::70,277,9,18,27,44,74,36.35,36.5,TUR
2976,TUR48::71,287,27,34,42,56,81,36.5667,36.2667,TUR
2977,TUR48::79,278,161,166,170,177,194,29.9167,36.75,TUR
2978,TUR48::81,288,114,119,124,134,152,30.2,37.0667,TUR
2979,TUR48::84,273,356,363,4,18,50,31.4333,36.7833,TUR
2980,TUR48::86,275,362,4,11,26,58,31.1,36.9167,TUR
2981,TUR48::89,282,22,30,37,52,79,27.7667,37.8,TUR
2982,TUR48::98,274,62,71,79,93,118,27.5833,39.75,TUR
2983,TUR79-2:101,114,222,226,230,239,266,43.1333,41.1167,TUR
2984,TUR79-2:124,273,160,164,168,175,191,40.4,39.7833,TUR
2985,TUR79-2:132,278,161,165,169,176,193,36.7667,39.7667,TUR
2986,TUR79-2:141,285,30,37,45,60,87,27.0333,38.55,TUR
2987,TUR84-1:123,296,82,88,93,102,121,39.1,37.1667,TUR
2988,TUR84-1:159,283,75,82,89,100,122,28.7167,38.1833,TUR
2989,TUR84-1:268,273,111,117,122,132,152,27.9,39.3333,TUR
2990,UKR-S240,262,131,135,140,148,166,34.5833,45.05,UKR
2991,UKR-S475,281,143,147,150,158,173,34.8167,45.5,UKR
2992,UKR-S476,269,141,145,149,156,172,30.7,46.4833,UKR
2993,UKR-S477,288,175,178,182,188,203,36.2,50,UKR
2994,UKR::20,288,176,180,183,190,205,36.2,49.9833,UKR
2995,UKR::4,259,152,156,160,167,182,35,48.5,UKR
2996,UKR::5,259,151,154,158,165,180,37.8,48,UKR
2997,UKR21::1,278,148,151,155,162,177,33.7833,45.9667,UKR
2998,UZB-S138,298,131,134,137,143,156,68.6667,40.8333,UZB
2999,UZB-S152,304,124,128,132,138,153,66.5833,39.5833,UZB
3000,UZB-S153,322,136,139,142,148,160,71.6333,40.4833,UZB
3001,UZB-S55,289,122,125,129,136,151,69.2833,41.3,UZB
3002,UZB26::69,295,141,144,148,155,169,68.4833,39.8333,UZB
3003,UZB98:2,304,139,142,145,151,165,70.7813,40.8727,UZB
3004,UZB98:21,298,130,133,137,143,156,72.3867,40.8267,UZB
3005,UZB98:23,294,132,135,138,144,158,72.4381,40.79,UZB
3006,UZB98:30,306,133,136,139,145,159,72.1067,40.5187,UZB
3007,UZB98:31,300,135,139,142,148,161,71.9892,40.38,UZB
3008,UZB98:32,302,136,140,143,149,162,71.9503,40.3798,UZB
3009,UZB98:33,305,138,141,144,150,163,71.8855,40.334,UZB
3010,UZB98:35,309,137,140,143,149,162,71.7672,40.3332,UZB
3011,UZB98:37,301,145,148,152,158,171,71.72,40.16,UZB
3012,UZB98:39,314,139,143,146,152,165,71.5345,40.2555,UZB
3013,UZB98:4,308,137,140,144,150,163,71.0319,40.9422,UZB
3014,UZB98:41,322,138,141,144,150,163,71.402,40.3025,UZB
3015,UZB98:44,323,140,143,146,152,165,71.094,40.3482,UZB
3016,UZB98:56,296,129,133,136,143,157,67.9675,39.93,UZB
3017,UZB98:6,290,150,153,157,163,178,71.4875,41.2392,UZB
3018,UZB98:62,295,140,144,147,154,168,67.8015,39.8045,UZB
3019,UZB98:72,300,124,128,132,139,153,67.0097,39.5225,UZB
3020,UZB98:80,298,125,129,132,139,155,67.015,39.4,UZB
3021,UZB98:9,294,139,142,146,152,166,71.6813,41.2465,UZB
3022,VALKI-1930,288,175,179,182,189,204,35.6,49.85,VAL
3023,YEM-S47,306,362,364,2,8,21,43.9,13.0333,YEM
3024,YEM-S48,336,50,53,57,64,80,44.3333,14.2167,YEM
3025,YEM-S49,306,49,54,59,67,86,44.2333,15.4,YEM
3026,YEM-S50,306,49,54,59,67,86,44.2,15.35,YEM
3027,YEM-S51,245,304,308,311,317,332,44.0333,13.5833,YEM
3028,YEM-S54,306,39,44,48,58,76,43.5833,17.0667,YEM
3029,YEM-S55,306,32,36,41,50,68,44.1833,16,YEM
3030,YEM-S56,306,49,54,59,68,87,43.9667,15.65,YEM
3031,YEM-S57,306,42,47,52,62,80,43.9333,15.1333,YEM
3032,YEM80-1:1,245,347,354,361,9,40,44.75,14.25,YEM
3033,YEM80-1:10,245,325,330,335,345,4,44.8333,14.25,YEM
3034,YEM80-1:100,245,343,349,356,3,34,44.3833,14.3,YEM
3035,YEM80-1:101,245,336,342,348,359,23,44.4667,14.2833,YEM
3036,YEM80-1:102,245,339,344,350,363,27,44.4667,14.3,YEM
3037,YEM80-1:103,245,349,355,362,11,42,44.3333,14.3,YEM
3038,YEM80-1:104,245,340,346,352,364,28,44.45,14.3833,YEM
3039,YEM80-1:105,306,12,16,20,27,45,44.7,13.8667,YEM
3040,YEM80-1:106,245,340,345,352,364,28,44.45,14.4167,YEM
3041,YEM80-1:108,245,333,339,344,356,18,44.4167,14.55,YEM
3042,YEM80-1:110,245,334,339,345,356,18,44.4333,14.5333,YEM
3043,YEM80-1:111,245,336,341,347,359,22,44.4833,14.5,YEM
3044,YEM80-1:112,245,340,346,352,365,29,44.5167,14.5167,YEM
3045,YEM80-1:113,245,311,314,318,325,344,44,14,YEM
3046,YEM80-1:117,245,334,340,345,357,20,44.2833,14.8833,YEM
3047,YEM80-1:118,245,335,340,346,358,19,44.1333,15.45,YEM
3048,YEM80-1:119,245,343,349,355,3,32,44.1167,15.4,YEM
3049,YEM80-1:120,245,350,356,363,12,43,44.0667,15.4333,YEM
3050,YEM80-1:121,245,351,358,365,14,45,44.0167,15.4667,YEM
3051,YEM80-1:122,245,346,352,359,7,36,43.95,15.5,YEM
3052,YEM80-1:123,245,349,356,363,11,42,44.1167,15.3333,YEM
3053,YEM80-1:124,245,346,353,360,8,38,44.0833,15.3,YEM
3054,YEM80-1:125,245,326,330,335,345,5,44.3667,13.7167,YEM
3055,YEM80-1:126,245,318,322,326,335,356,44.3333,13.7167,YEM
3056,YEM80-1:127,245,352,359,1,15,46,44,15.1667,YEM
3057,YEM80-1:128,306,48,53,57,66,85,44.05,15.7833,YEM
3058,YEM80-1:13,245,337,343,348,360,23,44.5,14.25,YEM
3059,YEM80-1:130,245,353,360,2,16,47,43.9,15.5,YEM
3060,YEM80-1:131,245,346,353,359,7,37,44.4167,15.4667,YEM
3061,YEM80-1:132,306,54,59,64,72,91,44.3167,15.7,YEM
3062,YEM80-1:133,306,48,53,58,67,86,43.95,15.7,YEM
3063,YEM80-1:134,245,335,341,347,358,21,44.25,15.25,YEM
3064,YEM80-1:135,245,341,347,354,1,30,44.2667,15.0833,YEM
3065,YEM80-1:136,245,352,359,1,15,47,44.25,14.9667,YEM
3066,YEM80-1:19,306,39,44,49,58,77,45.8,14.25,YEM
3067,YEM80-1:24,306,35,40,45,54,72,43.75,16.9167,YEM
3068,YEM80-1:3,245,319,323,328,337,359,45.0833,14.25,YEM
3069,YEM80-1:5,245,306,309,312,319,335,44.0833,14.25,YEM
3070,YEM80-1:59,245,312,316,320,328,347,44.0833,13.5,YEM
3071,YEM80-1:61,245,19,28,37,53,81,44,15.25,YEM
3072,YEM80-1:64,245,310,313,317,324,342,44.1333,13.75,YEM
3073,YEM80-1:66,245,324,329,334,343,2,44.1667,13.8333,YEM
3074,YEM80-1:68,245,320,324,329,338,360,44.25,13.9333,YEM
3075,YEM80-1:69,245,309,313,316,324,341,44.3333,13.8333,YEM
3076,YEM80-1:7,245,324,329,334,344,2,44.9167,14.25,YEM
3077,YEM80-1:93,245,324,329,334,344,2,44.2,13.8667,YEM
3078,YEM80-1:99,245,362,4,12,27,59,43.8,15.6833,YEM
3079,YEM88:24,245,330,335,341,351,12,45.6667,13.9333,YEM
3080,YEM88:38,306,14,17,21,29,46,45.75,14.8667,YEM
3081,YEM88:59,245,337,342,348,360,23,44.5,14.55,YEM
